"main","pairing"
"APPLES","rosemary"
"APPLES","RUM: DARK, LIGHT"
"APPLES","salads: fruit, green"
"APPLES","salt, kosher"
"APPLES","sauerkraut"
"APPLES","sherry"
"APPLES","soups"
"APPLES","sour cream"
"APPLES","star anise"
"APPLES","SUGAR: BROWN, WHITE"
"APPLES","sweet potatoes"
"APPLES","tarragon"
"APPLES","tarts"
"APPLES","thyme"
"APPLES","vanilla"
"APPLES","verjus"
"APPLES","vermouth"
"APPLES","vinegar: apple cider, raspberry"
"APPLES","WALNUTS"
"APPLES","wine: red, dry white"
"APPLES","yogurt"
"APPLES","Flavor Affinities"
"APPLES","apples + almonds + caramel"
"APPLES","apples + almonds + Armagnac + crème fraîche + raisins"
"APPLES","apples + apricots + pine nuts + rosemary"
"APPLES","apples + brown sugar + cream + walnuts"
"APPLES","apples + Calvados + cranberries + maple syrup"
"APPLES","apples + caramel + cinnamon"
"APPLES","apples + caramel + cinnamon + dates + lemon confit + quince + ras el hanout + vanilla"
"APPLES","apples + caramel + peanuts"
"APPLES","apples + caramel + pecans"
"APPLES","apples + caramel + pistachios + vanilla"
"APPLES","apples + celery + walnuts"
"APPLES","apples + cinnamon + cranberries"
"APPLES","apples + cinnamon + dark chocolate + yams"
"APPLES","apples + cream + ginger"
"APPLES","apples + ginger + hazelnuts"
"APPLES","apples + ginger + lemon + quince + sugar"
"APPLES","apples + honey + lemon thyme"
"APPLES","apples + raisins + rum"
"APPLES","apples + red cabbage + cinnamon"
"APRICOTS — IN GENERAL","Season: summer"
"APRICOTS — IN GENERAL","Taste: sweet"
"APRICOTS — IN GENERAL","Weight: medium"
"APRICOTS — IN GENERAL","Volume: moderate"
"APRICOTS — IN GENERAL","Techniques: bake, grill, poach, raw, stew"
"APRICOTS — IN GENERAL","allspice"
"APRICOTS — IN GENERAL","ALMONDS"
"APRICOTS — IN GENERAL","amaretto"
"APRICOTS — IN GENERAL","anise"
"APRICOTS — IN GENERAL","apples"
"APRICOTS — IN GENERAL","apricot brandy"
"APRICOTS — IN GENERAL","bananas"
"APRICOTS — IN GENERAL","blackberries"
"APRICOTS — IN GENERAL","blueberries"
"APRICOTS — IN GENERAL","brandy"
"APRICOTS — IN GENERAL","butter, unsalted"
"APRICOTS — IN GENERAL","caramel"
"APRICOTS — IN GENERAL","cardamom"
"APRICOTS — IN GENERAL","cayenne"
"APRICOTS — IN GENERAL","cheese (e.g., Brie, Reblochon, ricotta)"
"APRICOTS — IN GENERAL","cheesecake"
"APRICOTS — IN GENERAL","cherries"
"APRICOTS — IN GENERAL","chicken"
"APRICOTS — IN GENERAL","chocolate, white"
"APRICOTS — IN GENERAL","cinnamon"
"APRICOTS — IN GENERAL","coconut"
"APRICOTS — IN GENERAL","coffee and espresso"
"APRICOTS — IN GENERAL","cognac"
"APRICOTS — IN GENERAL","coriander"
"APRICOTS — IN GENERAL","cranberries"
"APRICOTS — IN GENERAL","CREAM AND ICE CREAM"
"APRICOTS — IN GENERAL","crème anglaise"
"APRICOTS — IN GENERAL","custards (e.g., crème brûlée)"
"APRICOTS — IN GENERAL","duck"
"APRICOTS — IN GENERAL","foie gras"
"APRICOTS — IN GENERAL","game"
"APRICOTS — IN GENERAL","garlic"
"APRICOTS — IN GENERAL","ginger"
"APRICOTS — IN GENERAL","hazelnuts"
"APRICOTS — IN GENERAL","honey"
"APRICOTS — IN GENERAL","ice cream, esp. vanilla"
"APRICOTS — IN GENERAL","Kirsch"
"APRICOTS — IN GENERAL","lamb"
"APRICOTS — IN GENERAL","LEMON: juice, zest"
"APRICOTS — IN GENERAL","lemon verbena"
"APRICOTS — IN GENERAL","liqueurs: apricot, nut"
"APRICOTS — IN GENERAL","maple syrup"
"APRICOTS — IN GENERAL","mascarpone"
"APRICOTS — IN GENERAL","Mediterranean cuisine"
"APRICOTS — IN GENERAL","meringue"
"APRICOTS — IN GENERAL","Middle Eastern stews"
"APRICOTS — IN GENERAL","mint (garnish)"
"APRICOTS — IN GENERAL","Moroccan cuisine"
"APRICOTS — IN GENERAL","nectarines"
"APRICOTS — IN GENERAL","nutmeg"
"APRICOTS — IN GENERAL","nuts"
"APRICOTS — IN GENERAL","oats and oatmeal"
"APRICOTS — IN GENERAL","onions, esp. yellow"
"APRICOTS — IN GENERAL","orange: juice, zest"
"APRICOTS — IN GENERAL","orange liqueur"
"APRICOTS — IN GENERAL","peaches"
"APRICOTS — IN GENERAL","pepper, black"
"APRICOTS — IN GENERAL","pineapple"
"APRICOTS — IN GENERAL","pine nuts"
"APRICOTS — IN GENERAL","pistachios"
"APRICOTS — IN GENERAL","plums"
"APRICOTS — IN GENERAL","pork"
"APRICOTS — IN GENERAL","poultry"
"APRICOTS — IN GENERAL","praline"
"APRICOTS — IN GENERAL","prunes"
"APRICOTS — IN GENERAL","raisins"
"APRICOTS — IN GENERAL","raspberries"
"APRICOTS — IN GENERAL","rice pudding"
"APRICOTS — IN GENERAL","rosemary"
"APRICOTS — IN GENERAL","rum"
"APRICOTS — IN GENERAL","saffron"
"APRICOTS — IN GENERAL","salads, esp. fruit, green"
"APRICOTS — IN GENERAL","Sauternes"
"APRICOTS — IN GENERAL","sour cream"
"APRICOTS — IN GENERAL","strawberries"
"APRICOTS — IN GENERAL","SUGAR: brown, white"
"APRICOTS — IN GENERAL","tea: apple, apricot, Earl Grey"
"APRICOTS — IN GENERAL","*VANILLA"
"APRICOTS — IN GENERAL","vinegar, red wine"
"APRICOTS — IN GENERAL","walnuts"
"APRICOTS — IN GENERAL","wine: sweet, white"
"APRICOTS — IN GENERAL","yogurt"
"APRICOTS — IN GENERAL","Flavor Affinities"
"APRICOTS — IN GENERAL","apricots + almonds + cream + sugar"
"APRICOTS — IN GENERAL","apricots + almonds + meringue + Moscato d’Asti"
"APRICOTS — IN GENERAL","apricots + apples + pine nuts + rosemary"
"APRICOTS — IN GENERAL","apricots + cranberries + white chocolate"
"APRICOTS — IN GENERAL","apricots + oranges + sugar + vanilla + walnuts"
"APRICOTS, DRIED","Techniques: poach, stew"
"APRICOTS, DRIED","allspice"
"APRICOTS, DRIED","cherries, dried"
"APRICOTS, DRIED","cinnamon"
"APRICOTS, DRIED","currants"
"APRICOTS, DRIED","custard"
"APRICOTS, DRIED","French toast"
"APRICOTS, DRIED","ginger"
"APRICOTS, DRIED","hazelnuts"
"APRICOTS, DRIED","honey"
"APRICOTS, DRIED","ice cream"
"APRICOTS, DRIED","lemon: juice, zest"
"APRICOTS, DRIED","Madeira"
"APRICOTS, DRIED","Moroccan cuisine"
"APRICOTS, DRIED","orange: juice, zest"
"APRICOTS, DRIED","pancakes/crepes"
"APRICOTS, DRIED","pistachios"
"APRICOTS, DRIED","pork"
"APRICOTS, DRIED","prunes"
"APRICOTS, DRIED","pumpkin seeds"
"APRICOTS, DRIED","raisins"
"APRICOTS, DRIED","rice pudding"
"APRICOTS, DRIED","sugar"
"APRICOTS, DRIED","tamarind paste"
"APRICOTS, DRIED","vanilla"
"APRICOTS, DRIED","wine, sweet white (e.g., Muscat)"
"APRICOTS, DRIED","Flavor Affinities"
"APRICOTS, DRIED","dried apricots + dried cherries + ginger + orange + pistachios"
"ARGENTINIAN CUISINE (See also Latin American Cuisine)","beef"
"ARGENTINIAN CUISINE (See also Latin American Cuisine)","corn"
"ARGENTINIAN CUISINE (See also Latin American Cuisine)","peaches"
"ARGENTINIAN CUISINE (See also Latin American Cuisine)","pumpkin"
"ARGENTINIAN CUISINE (See also Latin American Cuisine)","sweet potatoes"
"AROMA","When looking to make a big impact with aroma, turn to:"
"AROMA","chocolate"
"AROMA","cinnamon"
"AROMA","herbs"
"AROMA","pineapple"
"AROMA","sous-vide cooking"
"AROMA","spices"
"AROMA","star anise"
"AROMA","truffles"
"AROMA","vanilla"
"ARTICHOKES","Season: spring–early autumn"
"ARTICHOKES","Weight: medium"
"ARTICHOKES","Volume: moderate–loud"
"ARTICHOKES","Techniques: bake, boil, braise, broil, deep-fry, grill, raw, roast, sauté, steam, stew"
"ARTICHOKES","aioli"
"ARTICHOKES","anchovies"
"ARTICHOKES","arugula"
"ARTICHOKES","bacon"
"ARTICHOKES","basil"
"ARTICHOKES","bay leaf"
"ARTICHOKES","beans, fava"
"ARTICHOKES","beets"
"ARTICHOKES","bell peppers, esp. roasted"
"ARTICHOKES","bread crumbs"
"ARTICHOKES","butter"
"ARTICHOKES","capers"
"ARTICHOKES","carrots"
"ARTICHOKES","cashews"
"ARTICHOKES","celery"
"ARTICHOKES","cheese: Emmental, goat, Gruyère, Parmesan"
"ARTICHOKES","chervil"
"ARTICHOKES","chicken"
"ARTICHOKES","chives"
"ARTICHOKES","coriander"
"ARTICHOKES","cream"
"ARTICHOKES","crème fraîche"
"ARTICHOKES","eggs: yolk, hard-boiled"
"ARTICHOKES","French cuisine"
"ARTICHOKES","GARLIC"
"ARTICHOKES","grapefruit"
"ARTICHOKES","ham (e.g., Serrano)"
"ARTICHOKES","hazelnuts"
"ARTICHOKES","hollandaise sauce"
"ARTICHOKES","Italian cuisine"
"ARTICHOKES","leeks"
"ARTICHOKES","LEMON: confit, juice, zest"
"ARTICHOKES","lobster"
"ARTICHOKES","mayonnaise"
"ARTICHOKES","Mediterranean cuisine"
"ARTICHOKES","MINT"
"ARTICHOKES","Moroccan cuisine"
"ARTICHOKES","mushrooms"
"ARTICHOKES","mustard, Dijon"
"ARTICHOKES","nuts: cashews, hazelnuts, walnuts"
"ARTICHOKES","oil: hazelnut, peanut"
"ARTICHOKES","OLIVE OIL"
"ARTICHOKES","olives: black, niçoise"
"ARTICHOKES","ONIONS, ESP. SWEET AND YELLOW"
"ARTICHOKES","orange"
"ARTICHOKES","pancetta"
"ARTICHOKES","PARSLEY, FLAT-LEAF"
"ARTICHOKES","PEPPER: BLACK, WHITE"
"ARTICHOKES","pesto"
"ARTICHOKES","piquillo peppers"
"ARTICHOKES","potatoes"
"ARTICHOKES","prosciutto"
"ARTICHOKES","radicchio"
"ARTICHOKES","red pepper flakes"
"ARTICHOKES","rice"
"ARTICHOKES","risotto"
"ARTICHOKES","rosemary"
"ARTICHOKES","saffron"
"ARTICHOKES","sage"
"ARTICHOKES","salads"
"ARTICHOKES","SALT, KOSHER"
"ARTICHOKES","savory"
"ARTICHOKES","shallots"
"ARTICHOKES","shellfish (e.g., crab)"
"ARTICHOKES","sherry, dry"
"ARTICHOKES","shrimp"
"ARTICHOKES","soy sauce"
"ARTICHOKES","Spanish cuisine"
"ARTICHOKES","spinach"
"ARTICHOKES","stock, chicken"
"ARTICHOKES","sugar (pinch)"
"ARTICHOKES","tapenade"
"ARTICHOKES","tarragon, fresh"
"ARTICHOKES","THYME, FRESH"
"ARTICHOKES","TOMATOES"
"ARTICHOKES","truffles, black"
"ARTICHOKES","tuna"
"ARTICHOKES","vinaigrette"
"ARTICHOKES","vinegar: balsamic, rice, sherry, white wine"
"ARTICHOKES","walnuts"
"ARTICHOKES","WINE, DRY WHITE"
"ARTICHOKES","yogurt"
"ARTICHOKES","Flavor Affinities"
"ARTICHOKES","artichokes + butter + garlic + lemon + parsley"
"ARTICHOKES","artichokes + cream + Parmesan cheese + thyme"
"ARTICHOKES","artichokes + garlic + lemon"
"ARTICHOKES","artichokes + garlic + lemon + mint"
"ARTICHOKES","artichokes + garlic + lemon + olive oil"
"ARTICHOKES","artichokes + garlic + lemon + olive oil + thyme"
"ARTICHOKES","artichokes + garlic + mint"
"ARTICHOKES","artichokes + garlic + Parmesan cheese + thyme"
"ARTICHOKES","artichokes + garlic + sage"
"ARTICHOKES","artichokes + lemon + mint + yogurt"
"ARTICHOKES","artichokes + lemon + onions"
"ARTICHOKES","artichokes + mushrooms + onions + sausage"
"ARTICHOKES","artichokes + olive oil + Parmesan cheese + white truffles"
"ARTICHOKES, JERUSALEM","Season: autumn–spring"
"ARTICHOKES, JERUSALEM","Weight: medium"
"ARTICHOKES, JERUSALEM","Volume: moderate"
"ARTICHOKES, JERUSALEM","Techniques: bake, blanche, cream, fry, roast, sauté"
"ARTICHOKES, JERUSALEM","anise"
"ARTICHOKES, JERUSALEM","bacon"
"ARTICHOKES, JERUSALEM","bay leaf"
"ARTICHOKES, JERUSALEM","butter"
"ARTICHOKES, JERUSALEM","celery"
"ARTICHOKES, JERUSALEM","cheese, goat"
"ARTICHOKES, JERUSALEM","chervil"
"ARTICHOKES, JERUSALEM","chives"
"ARTICHOKES, JERUSALEM","coriander"
"ARTICHOKES, JERUSALEM","cream"
"ARTICHOKES, JERUSALEM","cumin"
"ARTICHOKES, JERUSALEM","dill"
"ARTICHOKES, JERUSALEM","fennel leaves"
"ARTICHOKES, JERUSALEM","fennel seeds"
"ARTICHOKES, JERUSALEM","garlic"
"ARTICHOKES, JERUSALEM","ginger"
"ARTICHOKES, JERUSALEM","hazelnuts"
"ARTICHOKES, JERUSALEM","leeks"
"ARTICHOKES, JERUSALEM","lemon, juice"
"ARTICHOKES, JERUSALEM","mace"
"ARTICHOKES, JERUSALEM","meats, esp. roasted"
"ARTICHOKES, JERUSALEM","morels"
"ARTICHOKES, JERUSALEM","nutmeg"
"ARTICHOKES, JERUSALEM","oil: nut, sunflower seed"
"ARTICHOKES, JERUSALEM","olive oil"
"ARTICHOKES, JERUSALEM","onions"
"ARTICHOKES, JERUSALEM","parsley, flat-leaf"
"ARTICHOKES, JERUSALEM","pepper, black"
"ARTICHOKES, JERUSALEM","potatoes"
"ARTICHOKES, JERUSALEM","rosemary"
"ARTICHOKES, JERUSALEM","sage"
"ARTICHOKES, JERUSALEM","salmon"
"ARTICHOKES, JERUSALEM","salt, sea"
"ARTICHOKES, JERUSALEM","shallots"
"ARTICHOKES, JERUSALEM","stock, chicken"
"ARTICHOKES, JERUSALEM","tarragon"
"ARTICHOKES, JERUSALEM","thyme"
"ARTICHOKES, JERUSALEM","vinegar"
"ARTICHOKES, JERUSALEM","wine, dry white"
"ARTICHOKES, JERUSALEM","Flavor Affinities"
"ARTICHOKES, JERUSALEM","Jerusalem artichoke + goat cheese + hazelnuts"
"ARTICHOKES, JERUSALEM","Jerusalem artichoke + lemon + morels"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","Season: spring–summer"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","Taste: bitter"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","Weight: light–medium"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","Volume: moderate–loud"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","Techniques: braise, raw (salads), sauté, soups, wilt"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","almonds"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","basil"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","beans, white"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","bell peppers, esp. red"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","cheese: Cabrales, feta, goat, mozzarella, Parmesan"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","chicken"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","cilantro"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","clams"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","corn"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","cucumbers"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","dill"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","eggs, esp. hard-boiled"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","endive"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","fennel"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","fish (e.g., salmon, tuna)"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","garlic"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","grapes"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","Italian cuisine"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","lemon juice"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","lettuces"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","lovage"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","Mediterranean cuisine"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","mesclun salad greens (key ingredient)"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","mint"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","mushrooms"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","mussels"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","nuts"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","olive oil"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","olives, black"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","oranges, esp. blood"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","pancetta"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","parsley"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","pasta"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","pears"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","pesto"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","pine nuts"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","potatoes"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","prosciutto"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","radicchio"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","radishes"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","risotto"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","salads and salad greens"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","salt, esp. sea"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","shallots"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","shellfish (e.g., shrimp)"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","tomatoes"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","tuna"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","vinaigrettes"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","vinegar: balsamic, champagne,"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","red wine, sherry, white wine"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","watercress"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","Flavor Affinities"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","arugula + balsamic vinegar + lemon + olive oil + Parmesan cheese"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","arugula + Cabrales cheese + endive + grapes"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","arugula + cucumber + feta cheese + mint"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","arugula + endive + radicchio"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","arugula + fennel + pears"
"ARUGULA (See also Lettuces — Bitter Greens and Chicories)","arugula + pears + prosciutto"
"ASPARAGUS","Season: spring"
"ASPARAGUS","Weight: light–medium"
"ASPARAGUS","Volume: moderate"
"ASPARAGUS","Techniques: blanch, boil, deep-fry, grill, pan roast, simmer, steam, stir-fry"
"ASPARAGUS","almonds"
"ASPARAGUS","anchovies"
"ASPARAGUS","artichokes"
"ASPARAGUS","basil"
"ASPARAGUS","bay leaf"
"ASPARAGUS","beets"
"ASPARAGUS","bread crumbs"
"ASPARAGUS","butter, brown"
"ASPARAGUS","BUTTER, UNSALTED"
"ASPARAGUS","capers"
"ASPARAGUS","caraway seeds"
"ASPARAGUS","carrots"
"ASPARAGUS","cayenne"
"ASPARAGUS","CHEESE: chèvre, Fontina, goat, Muenster, PARMESAN, PECORINO, ricotta, Romano"
"ASPARAGUS","chervil"
"ASPARAGUS","chives"
"ASPARAGUS","crab"
"ASPARAGUS","cream, heavy"
"ASPARAGUS","crème fraîche"
"ASPARAGUS","dill"
"ASPARAGUS","EGGS AND EGG DISHES (e.g., coddled, hard-boiled omelets)"
"ASPARAGUS","fava beans"
"ASPARAGUS","French cuisine"
"ASPARAGUS","garlic"
"ASPARAGUS","ginger"
"ASPARAGUS","ham"
"ASPARAGUS","hollandaise sauce"
"ASPARAGUS","Italian cuisine"
"ASPARAGUS","leeks"
"ASPARAGUS","LEMON: JUICE, ZEST"
"ASPARAGUS","lemon thyme"
"ASPARAGUS","lime, juice"
"ASPARAGUS","lobster"
"ASPARAGUS","Marsala wine"
"ASPARAGUS","mascarpone"
"ASPARAGUS","mayonnaise"
"ASPARAGUS","mushrooms, esp. cremini, morels, shiitakes"
"ASPARAGUS","mustard, Dijon"
"ASPARAGUS","oil: hazelnut, peanut, sesame, truffle"
"ASPARAGUS","OLIVE OIL"
"ASPARAGUS","onions, esp. spring, yellow"
"ASPARAGUS","orange"
"ASPARAGUS","oysters"
"ASPARAGUS","pancetta"
"ASPARAGUS","parsley, flat-leaf"
"ASPARAGUS","pasta"
"ASPARAGUS","peas"
"ASPARAGUS","PEPPER: BLACK, WHITE"
"ASPARAGUS","peppers, piquillo"
"ASPARAGUS","pistachios"
"ASPARAGUS","potatoes"
"ASPARAGUS","prosciutto"
"ASPARAGUS","ramps"
"ASPARAGUS","rice and risotto"
"ASPARAGUS","saffron"
"ASPARAGUS","sage"
"ASPARAGUS","salmon"
"ASPARAGUS","SALT: KOSHER, SEA"
"ASPARAGUS","sauce: béchamel, brown butter, Mornay"
"ASPARAGUS","savory"
"ASPARAGUS","scallions"
"ASPARAGUS","sesame seeds"
"ASPARAGUS","shallots"
"ASPARAGUS","shrimp"
"ASPARAGUS","soups"
"ASPARAGUS","sour cream"
"ASPARAGUS","soy sauce"
"ASPARAGUS","spinach"
"ASPARAGUS","stocks: chicken, vegetable"
"ASPARAGUS","tarragon"
"ASPARAGUS","thyme, fresh"
"ASPARAGUS","tomatoes"
"ASPARAGUS","turnips"
"ASPARAGUS","vermouth"
"ASPARAGUS","vinaigrette: mustard, sherry"
"ASPARAGUS","vinegar: champagne, red wine, sherry, white wine"
"ASPARAGUS","wine, dry white (e.g., Muscat)"
"ASPARAGUS","yogurt"
"ASPARAGUS","Flavor Affinities"
"ASPARAGUS","asparagus + capers + ham + shrimp"
"ASPARAGUS","asparagus + cayenne + lime"
"ASPARAGUS","asparagus + chervil + chives + garlic + morel mushrooms + shallots"
"ASPARAGUS","asparagus + crab + morel mushrooms + ramps"
"ASPARAGUS","asparagus + garlic + ginger + sesame"
"ASPARAGUS","asparagus + garlic + leeks + onions + potatoes"
"ASPARAGUS","asparagus + goat cheese + mascarpone + thyme"
"ASPARAGUS","asparagus + ham + morel mushrooms + Parmesan cheese"
"ASPARAGUS","asparagus + lemon + olive oil + black pepper"
"ASPARAGUS","asparagus + morel mushrooms + ramps"
"ASPARAGUS","asparagus + Parmesan cheese + eggs"
"ASPARAGUS","asparagus + Parmesan cheese + pancetta + vinaigrette"
"ASPARAGUS","asparagus + prosciutto + goat cheese + chervil"
